species,reference_strain,reference_genome_accession,reference_identifier,reference_identifier_source,seqname,start,end,reference_feature_type,reference_gene_name,norm_pos,type
Escherichia coli,K-12 MG1655,GCF_000005845.2,b3982,locus_tag,NC_000913.3,4177743,4178288,gene,nusG,0.10866519075536038,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b3983,locus_tag,NC_000913.3,4178447,4178875,gene,rplK,0.10894332448878115,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b3984,locus_tag,NC_000913.3,4178879,4179583,gene,rplA,0.10918892670109694,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b3985,locus_tag,NC_000913.3,4179996,4180493,gene,rplJ,0.10962562466983737,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b3986,locus_tag,NC_000913.3,4180560,4180925,gene,rplL,0.10984020344480801,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b3987,locus_tag,NC_000913.3,4181245,4185273,gene,rpoB,0.1109245156681285,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b3988,locus_tag,NC_000913.3,4185350,4189573,gene,rpoC,0.11273529338261463,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b3989,locus_tag,NC_000913.3,4189786,4190325,gene,yjaZ,0.1138529988891886,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b3990,locus_tag,NC_000913.3,4190735,4191868,gene,thiH,0.11438987670768942,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b3991,locus_tag,NC_000913.3,4191865,4192635,gene,thiG,0.11479856740660438,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b3992,locus_tag,NC_000913.3,4192821,4193576,gene,thiF,0.11520725810551932,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b3993,locus_tag,NC_000913.3,4193569,4194204,gene,thiE,0.11550370428459522,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b3994,locus_tag,NC_000913.3,4194204,4196099,gene,thiC,0.11604876884350658,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b3995,locus_tag,NC_000913.3,4196332,4196808,gene,rsd,0.1166599736473135,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b3996,locus_tag,NC_000913.3,4196903,4197676,gene,nudC,0.1169699925802279,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b3997,locus_tag,NC_000913.3,4197716,4198780,gene,hemE,0.11738299208988524,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b3998,locus_tag,NC_000913.3,4198790,4199461,gene,nfi,0.11776109023252929,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b3999,locus_tag,NC_000913.3,4199504,4200094,gene,yjaG,0.11805128863602872,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4000,locus_tag,NC_000913.3,4200281,4200553,gene,hupA,0.11831757313990794,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4001,locus_tag,NC_000913.3,4200566,4201261,gene,yjaH,0.11853150559326722,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4002,locus_tag,NC_000913.3,4201263,4201688,gene,zraP,0.1187736607569891,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4003,locus_tag,NC_000913.3,4201926,4203323,gene,zraS,0.11926874311128882,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4004,locus_tag,NC_000913.3,4203320,4204645,gene,zraR,0.11985387961010434,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4005,locus_tag,NC_000913.3,4204642,4205931,gene,purD,0.12041574853091097,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4006,locus_tag,NC_000913.3,4205943,4207532,gene,purH,0.12104095696963064,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4007,locus_tag,NC_000913.3,4208147,4209688,gene,rrsE,0.12198027771146996,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4008,locus_tag,NC_000913.3,4209774,4209849,gene,gltV,0.12236548539183895,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4009,locus_tag,NC_000913.3,4210043,4212946,gene,rrlE,0.12309065823978187,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4010,locus_tag,NC_000913.3,4213040,4213159,gene,rrfE,0.12378222236393421,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4011,locus_tag,NC_000913.3,4213234,4213617,gene,yjaA,0.12392268959413588,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4012,locus_tag,NC_000913.3,4213680,4214123,gene,yjaB,0.12412778898547328,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4013,locus_tag,NC_000913.3,4214280,4215209,gene,metA,0.1244910217310561,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4014,locus_tag,NC_000913.3,4215478,4217079,gene,aceB,0.12515199329893753,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4015,locus_tag,NC_000913.3,4217109,4218413,gene,aceA,0.1257907744914957,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4016,locus_tag,NC_000913.3,4218596,4220332,gene,aceK,0.1265245649609234,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4017,locus_tag,NC_000913.3,4220301,4222487,gene,arpA,0.12735616543420317,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4018,locus_tag,NC_000913.3,4222804,4223628,gene,iclR,0.12814123075146522,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4019,locus_tag,NC_000913.3,4223828,4227511,gene,metH,0.1291983974671087,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4020,locus_tag,NC_000913.3,4227731,4229362,gene,yjbB,0.13043804231769207,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4021,locus_tag,NC_000913.3,4229453,4230142,gene,pepE,0.13097707454156407,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4022,locus_tag,NC_000913.3,4230354,4231226,gene,rluF,0.13140472400774553,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4023,locus_tag,NC_000913.3,4231359,4231631,gene,yjbD,0.13170849516508346,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4024,locus_tag,NC_000913.3,4231884,4233233,gene,lysC,0.13216673718753583,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4025,locus_tag,NC_000913.3,4233758,4235407,gene,pgi,0.13303884048179399,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4026,locus_tag,NC_000913.3,4235906,4236148,gene,yjbE,0.1336612481935311,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4027,locus_tag,NC_000913.3,4236262,4236900,gene,yjbF,0.13389995630865908,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4028,locus_tag,NC_000913.3,4236897,4237634,gene,yjbG,0.13419489440397514,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4029,locus_tag,NC_000913.3,4237634,4239730,gene,yjbH,0.13480523744563358,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4030,locus_tag,NC_000913.3,4240325,4240735,gene,psiE,0.13560150567082582,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4031,locus_tag,NC_000913.3,4240779,4242254,gene,xylE,0.13602656985056183,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4032,locus_tag,NC_000913.3,4242626,4243516,gene,malG,0.13669637448046515,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4033,locus_tag,NC_000913.3,4243531,4245075,gene,malF,0.13722721996392664,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4034,locus_tag,NC_000913.3,4245229,4246419,gene,malE,0.13788259007784298,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4035,locus_tag,NC_000913.3,4246784,4247899,gene,malK,0.13853645210799947,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4036,locus_tag,NC_000913.3,4247971,4249311,gene,lamB,0.13909638206397204,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4037,locus_tag,NC_000913.3,4249554,4250474,gene,malM,0.13968798177890113,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4038,locus_tag,NC_000913.3,4250703,4252283,pseudogene,yjbI,0.14032525488769945,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4039,locus_tag,NC_000913.3,4252506,4253003,gene,ubiC,0.14086881136285098,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4040,locus_tag,NC_000913.3,4253016,4253888,gene,ubiA,0.14116935091213215,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4041,locus_tag,NC_000913.3,4254043,4256466,gene,plsB,0.14194601404844653,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4042,locus_tag,NC_000913.3,4256637,4257005,gene,dgkA,0.14262098925124073,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4043,locus_tag,NC_000913.3,4257115,4257723,gene,lexA,0.14287865613363518,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4044,locus_tag,NC_000913.3,4257742,4259121,gene,dinF,0.14331492322130138,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4045,locus_tag,NC_000913.3,4259237,4259446,gene,yjbJ,0.14370702499885815,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4046,locus_tag,NC_000913.3,4259488,4260003,gene,zur,0.1438811009528504,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4047,locus_tag,NC_000913.3,4260321,4260575,gene,yjbL,0.14418379490750277,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4048,locus_tag,NC_000913.3,4260599,4261306,gene,yjbM,0.14440117440945593,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4049,locus_tag,NC_000913.3,4261669,4262706,gene,dusA,0.14493331253614014,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4050,locus_tag,NC_000913.3,4262840,4263082,gene,pspG,0.1452665990470634,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4051,locus_tag,NC_000913.3,4263248,4264231,gene,qorA,0.14560203996335788,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4052,locus_tag,NC_000913.3,4264314,4265729,gene,dnaB,0.14615442950053129,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4053,locus_tag,NC_000913.3,4265782,4266861,gene,alr,0.14671457489704096,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4054,locus_tag,NC_000913.3,4267114,4268307,gene,tyrB,0.14731306870915786,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4055,locus_tag,NC_000913.3,4269414,4270127,gene,aphA,0.1482006837220886,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4056,locus_tag,NC_000913.3,4270238,4270654,gene,yjbQ,0.14849174388773653,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4057,locus_tag,NC_000913.3,4270658,4271014,gene,yjbR,0.14865978750668943,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4058,locus_tag,NC_000913.3,4271049,4273871,gene,uvrA,0.1493595383712523,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4059,locus_tag,NC_000913.3,4274125,4274661,gene,ssb,0.1501924314877548,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4060,locus_tag,NC_000913.3,4274760,4275041,gene,yjcB,0.1504111036329307,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4061,locus_tag,NC_000913.3,4275471,4277057,gene,pdeC,0.15099860997765452,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4062,locus_tag,NC_000913.3,4277060,4277383,gene,soxS,0.1514111786062376,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4063,locus_tag,NC_000913.3,4277469,4277933,gene,soxR,0.15161778608133483,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4064,locus_tag,NC_000913.3,4278479,4279828,gene,ghxP,0.15224364084166586,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4065,locus_tag,NC_000913.3,4279980,4281629,gene,yjcE,0.15295502549523315,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4066,locus_tag,NC_000913.3,4281783,4283075,gene,yjcF,0.15365499180033315,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4067,locus_tag,NC_000913.3,4283253,4284902,gene,actP,0.15436529925121487,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4068,locus_tag,NC_000913.3,4284899,4285213,gene,yjcH,0.15478691638235698,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4069,locus_tag,NC_000913.3,4285413,4287371,gene,acs,0.15536257349753924,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4070,locus_tag,NC_000913.3,4287764,4289200,gene,nrfA,0.15626311494269712,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4071,locus_tag,NC_000913.3,4289245,4289811,gene,nrfB,0.1567138165463503,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4072,locus_tag,NC_000913.3,4289808,4290479,gene,nrfC,0.15697902384754395,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4073,locus_tag,NC_000913.3,4290476,4291432,gene,nrfD,0.157328252958214,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4074,locus_tag,NC_000913.3,4291512,4293170,gene,nrfE,0.15792588500818244,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4075,locus_tag,NC_000913.3,4293163,4293546,gene,nrfF,0.15836258297692288,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4076,locus_tag,NC_000913.3,4293543,4294139,gene,nrfG,0.15857220661953977,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4077,locus_tag,NC_000913.3,4294481,4295794,gene,gltP,0.15913084393228963,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4078,locus_tag,NC_000913.3,4296436,4297125,gene,yjcO,0.15983878153726302,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4079,locus_tag,NC_000913.3,4297219,4299366,gene,fdhF,0.16049027372151123,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4080,locus_tag,NC_000913.3,4299564,4301030,gene,mdtP,0.16135397483482175,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4081,locus_tag,NC_000913.3,4301027,4303078,gene,mdtO,0.16211038656064694,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4082,locus_tag,NC_000913.3,4303078,4304109,gene,mdtN,0.16277437429604805,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4083,locus_tag,NC_000913.3,4304612,4306597,gene,yjcS,0.16364087613634112,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4084,locus_tag,NC_000913.3,4306870,4307799,gene,alsK,0.16438630039477323,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4085,locus_tag,NC_000913.3,4307783,4308478,gene,alsE,0.16472928172986687,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4086,locus_tag,NC_000913.3,4308489,4309469,gene,alsC,0.165094884321358,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4087,locus_tag,NC_000913.3,4309448,4310980,gene,alsA,0.1656270224480422,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4088,locus_tag,NC_000913.3,4311107,4312042,gene,alsB,0.1662132361495433,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4089,locus_tag,NC_000913.3,4312101,4312991,gene,alsR,0.16663183711316573,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4090,locus_tag,NC_000913.3,4313350,4313799,gene,rpiB,0.16707499829801975,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4092,locus_tag,NC_000913.3,4314344,4315102,gene,phnP,0.16756986521178235,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4093,locus_tag,NC_000913.3,4315104,4315538,gene,phnO,0.1678275320941768,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4094,locus_tag,NC_000913.3,4315525,4316082,gene,phnN,0.16803543221249675,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4095,locus_tag,NC_000913.3,4316082,4317218,gene,phnM,0.1684001730418394,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4096,locus_tag,NC_000913.3,4317215,4317895,gene,phnL,0.168790120414025,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4097,locus_tag,NC_000913.3,4318006,4318764,gene,phnK,0.16914775170564272,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4098,locus_tag,NC_000913.3,4318761,4319606,gene,phnJ,0.16949181024342194,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4099,locus_tag,NC_000913.3,4319599,4320663,gene,phnI,0.16990007006126268,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4100,locus_tag,NC_000913.3,4320663,4321247,gene,phnH,0.17025511606643498,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4101,locus_tag,NC_000913.3,4321244,4321696,gene,phnG,0.17047701981966765,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4102,locus_tag,NC_000913.3,4321697,4322422,gene,phnF,0.1707310242129311,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4105,locus_tag,NC_000913.3,4323336,4324352,gene,phnD,0.1714999314899092,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4106,locus_tag,NC_000913.3,4324377,4325165,gene,phnC,0.17189935824572802,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4107,locus_tag,NC_000913.3,4325298,4325741,gene,yjdN,0.17222187272979533,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4108,locus_tag,NC_000913.3,4326399,4326734,gene,yjdM,0.17267300521452275,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4109,locus_tag,NC_000913.3,4327135,4329363,gene,rdcA,0.17339796262192858,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4110,locus_tag,NC_000913.3,4329360,4330238,gene,rdcB,0.17406582828699782,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4111,locus_tag,NC_000913.3,4330502,4332004,gene,proP,0.1746923293689402,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4112,locus_tag,NC_000913.3,4332181,4333272,gene,basS,0.17532723263183023,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4113,locus_tag,NC_000913.3,4333282,4333950,gene,basR,0.17571050134736513,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4114,locus_tag,NC_000913.3,4333947,4335590,gene,eptA,0.17620709178542468,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4115,locus_tag,NC_000913.3,4335694,4337031,gene,adiC,0.1768939162177604,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4116,locus_tag,NC_000913.3,4337168,4337929,gene,adiY,0.17740494117180694,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4117,locus_tag,NC_000913.3,4338254,4340521,gene,adiA,0.17819733146733102,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4118,locus_tag,NC_000913.3,4340720,4341628,gene,melR,0.17896710050645762,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4119,locus_tag,NC_000913.3,4341911,4343266,gene,melA,0.17957658178596758,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4120,locus_tag,NC_000913.3,4343369,4344790,gene,melB,0.18021902546765678,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4121,locus_tag,NC_000913.3,4344929,4345558,gene,yjdF,0.18072057103807007,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4122,locus_tag,NC_000913.3,4345680,4347326,gene,fumB,0.1812632657510731,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4123,locus_tag,NC_000913.3,4347404,4348744,gene,dcuB,0.18194017991870137,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4124,locus_tag,NC_000913.3,4349315,4350034,gene,dcuR,0.18262980507801962,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4125,locus_tag,NC_000913.3,4350031,4351662,gene,dcuS,0.18313479769702684,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4126,locus_tag,NC_000913.3,4351843,4352073,gene,yjdI,0.18361372201104262,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4127,locus_tag,NC_000913.3,4352085,4352357,gene,yjdJ,0.18372704373356727,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4128,locus_tag,NC_000913.3,4352584,4352880,gene,ghoS,0.18394722396250301,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4129,locus_tag,NC_000913.3,4353200,4354717,gene,lysU,0.1844756996000562,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4130,locus_tag,NC_000913.3,4354954,4356411,gene,dtpC,0.18521853857204287,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4131,locus_tag,NC_000913.3,4356470,4358617,gene,cadA,0.18602040825120023,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4132,locus_tag,NC_000913.3,4358697,4360031,gene,cadB,0.1868048272468509,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4133,locus_tag,NC_000913.3,4360396,4361934,gene,cadC,0.18758084406155395,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4134,locus_tag,NC_000913.3,4362551,4362626,gene,pheU,0.18819420327073205,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4135,locus_tag,NC_000913.3,4362733,4363308,gene,yjdC,0.18838034389480296,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4136,locus_tag,NC_000913.3,4363345,4365042,gene,dsbD,0.1888857673948844,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4137,locus_tag,NC_000913.3,4365018,4365356,gene,cutA,0.18931384774214008,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4138,locus_tag,NC_000913.3,4365472,4366773,gene,dcuA,0.18971693698708994,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4139,locus_tag,NC_000913.3,4366891,4368327,gene,aspA,0.19035744170394506,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4140,locus_tag,NC_000913.3,4368664,4369140,gene,fxsA,0.1909145709329351,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4141,locus_tag,NC_000913.3,4369156,4370412,gene,yjeH,0.1912946080404132,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4142,locus_tag,NC_000913.3,4370688,4370981,gene,groS,0.19174724860890044,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4143,locus_tag,NC_000913.3,4371025,4372671,gene,groL,0.1921839465776409,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4144,locus_tag,NC_000913.3,4372809,4373162,gene,yjeI,0.19267407379958687,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4145,locus_tag,NC_000913.3,4373365,4374234,gene,yjeJ,0.19302481099401678,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4146,locus_tag,NC_000913.3,4374629,4375657,gene,epmB,0.19360369971725583,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4147,locus_tag,NC_000913.3,4375699,4376265,gene,efp,0.19396520893854172,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4148,locus_tag,NC_000913.3,4376875,4377192,gene,gdx,0.1944182803881032,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4149,locus_tag,NC_000913.3,4377189,4377722,gene,blc,0.19460011220143172,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4150,locus_tag,NC_000913.3,4377811,4378944,gene,ampC,0.19499738455187937,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4151,locus_tag,NC_000913.3,4379007,4379366,gene,frdD,0.1953459673409381,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4152,locus_tag,NC_000913.3,4379377,4379772,gene,frdC,0.19551314919774254,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4153,locus_tag,NC_000913.3,4379783,4380517,gene,frdB,0.19576112125596662,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4154,locus_tag,NC_000913.3,4380510,4382318,gene,frdA,0.19630575493380373,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4155,locus_tag,NC_000913.3,4382643,4383620,gene,epmA,0.19704579317880788,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4156,locus_tag,NC_000913.3,4383839,4385341,gene,yjeM,0.19767423322558433,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4157,locus_tag,NC_000913.3,4385393,4385707,gene,yjeN,0.19808787905685304,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4158,locus_tag,NC_000913.3,4385704,4386018,gene,yjeO,0.19822188307094113,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4159,locus_tag,NC_000913.3,4386047,4389370,gene,mscM,0.19901793585559624,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4160,locus_tag,NC_000913.3,4389392,4390360,gene,psd,0.1999518705840076,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4161,locus_tag,NC_000913.3,4390457,4391509,gene,rsgA,0.2004288559331893,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4162,locus_tag,NC_000913.3,4391604,4392149,gene,orn,0.20081384817302117,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4163,locus_tag,NC_000913.3,4392360,4392435,gene,glyV,0.20103833721269926,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4164,locus_tag,NC_000913.3,4392472,4392547,gene,glyX,0.20108659589301395,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4165,locus_tag,NC_000913.3,4392583,4392658,gene,glyY,0.2011344236922544,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4166,locus_tag,NC_000913.3,4392928,4394067,gene,queG,0.20151230639436132,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4167,locus_tag,NC_000913.3,4394066,4395613,gene,nnr,0.202090548795989,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4168,locus_tag,NC_000913.3,4395585,4396046,gene,tsaE,0.2025110887244455,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4169,locus_tag,NC_000913.3,4396065,4397402,gene,amiB,0.2029066375505962,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4170,locus_tag,NC_000913.3,4397412,4399259,gene,mutL,0.20359690903152586,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4171,locus_tag,NC_000913.3,4399252,4400202,gene,miaA,0.20419648004632834,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4172,locus_tag,NC_000913.3,4400288,4400596,gene,hfq,0.20450456001440867,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4173,locus_tag,NC_000913.3,4400672,4401952,gene,hflX,0.2048794265489959,oriC
Escherichia coli,K-12 MG1655,GCF_000005845.2,b4174,locus_tag,NC_000913.3,4402038,4403297,gene,hflK,0.20546348584512583,oriC
