dataset,normalized_row_number,gene,uniprot_accession,reference_identifier,mapping_status,reference_identifier_duplicated,reference_position_status,analysis_eligibility_status,locus_tag,source_protein_id
zhu_V_natriegens,1722,,,PN96_RS15950,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS15950,WP_020333494.1
zhu_V_natriegens,1723,,,PN96_RS15980,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS15980,WP_014235018.1
zhu_V_natriegens,1724,,,PN96_RS16040,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16040,WP_020333509.1
zhu_V_natriegens,1725,,,PN96_RS16085,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16085,WP_020333517.1
zhu_V_natriegens,1726,,,PN96_RS16220,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16220,WP_020334994.1
zhu_V_natriegens,1727,,,PN96_RS16225,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16225,WP_049873777.1
zhu_V_natriegens,1728,,,PN96_RS16245,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16245,WP_020334998.1
zhu_V_natriegens,1729,,,PN96_RS16285,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16285,WP_014235079.1
zhu_V_natriegens,1730,,,PN96_RS16350,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16350,WP_020335018.1
zhu_V_natriegens,1731,,,PN96_RS16365,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16365,WP_014235095.1
zhu_V_natriegens,1732,,,PN96_RS16375,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16375,WP_024372628.1
zhu_V_natriegens,1733,,,PN96_RS16380,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16380,WP_006740877.1
zhu_V_natriegens,1734,,,PN96_RS16395,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16395,WP_020335026.1
zhu_V_natriegens,1735,,,PN96_RS16415,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16415,WP_024372625.1
zhu_V_natriegens,1736,,,PN96_RS16445,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16445,WP_014235111.1
zhu_V_natriegens,1737,,,PN96_RS16450,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16450,WP_020335034.1
zhu_V_natriegens,1738,,,PN96_RS16460,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16460,WP_020335039.1
zhu_V_natriegens,1739,,,PN96_RS16480,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16480,WP_020335043.1
zhu_V_natriegens,1740,,,PN96_RS16485,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16485,WP_014235120.1
zhu_V_natriegens,1741,,,PN96_RS16490,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16490,WP_020335045.1
zhu_V_natriegens,1742,,,PN96_RS16520,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16520,WP_014233427.1
zhu_V_natriegens,1743,,,PN96_RS16610,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16610,WP_014233445.1
zhu_V_natriegens,1744,,,PN96_RS16625,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16625,WP_014233448.1
zhu_V_natriegens,1745,,,PN96_RS16650,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16650,WP_020335069.1
zhu_V_natriegens,1746,,,PN96_RS16680,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16680,WP_014233458.1
zhu_V_natriegens,1747,,,PN96_RS16710,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16710,WP_020335081.1
zhu_V_natriegens,1748,,,PN96_RS16730,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16730,WP_020335086.1
zhu_V_natriegens,1749,,,PN96_RS16775,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16775,WP_020335092.1
zhu_V_natriegens,1750,,,PN96_RS16780,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16780,WP_014233479.1
zhu_V_natriegens,1751,,,PN96_RS16830,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16830,WP_020335099.1
zhu_V_natriegens,1752,,,PN96_RS16840,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16840,WP_020335101.1
zhu_V_natriegens,1753,,,PN96_RS16905,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16905,WP_020335111.1
zhu_V_natriegens,1754,,,PN96_RS16915,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16915,WP_020335113.1
zhu_V_natriegens,1755,,,PN96_RS16925,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16925,WP_020335116.1
zhu_V_natriegens,1756,,,PN96_RS16930,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16930,WP_020335117.1
zhu_V_natriegens,1757,,,PN96_RS16985,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16985,WP_020334624.1
zhu_V_natriegens,1758,,,PN96_RS16995,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS16995,WP_014233515.1
zhu_V_natriegens,1759,,,PN96_RS17000,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17000,WP_020334627.1
zhu_V_natriegens,1760,,,PN96_RS17010,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17010,WP_024373029.1
zhu_V_natriegens,1761,,,PN96_RS17030,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17030,WP_020334632.1
zhu_V_natriegens,1762,,,PN96_RS17035,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17035,WP_020334633.1
zhu_V_natriegens,1763,,,PN96_RS17040,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17040,WP_020334634.1
zhu_V_natriegens,1764,,,PN96_RS17050,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17050,WP_014233526.1
zhu_V_natriegens,1765,,,PN96_RS17055,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17055,WP_020334635.1
zhu_V_natriegens,1766,,,PN96_RS17060,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17060,WP_020334636.1
zhu_V_natriegens,1767,,,PN96_RS17065,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17065,WP_014233529.1
zhu_V_natriegens,1768,,,PN96_RS17070,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17070,WP_024373028.1
zhu_V_natriegens,1769,,,PN96_RS17105,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17105,WP_020334643.1
zhu_V_natriegens,1770,,,PN96_RS17140,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17140,WP_020334651.1
zhu_V_natriegens,1771,,,PN96_RS17155,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17155,WP_020334339.1
zhu_V_natriegens,1772,,,PN96_RS17165,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17165,WP_024373024.1
zhu_V_natriegens,1773,,,PN96_RS17170,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17170,WP_014233550.1
zhu_V_natriegens,1774,,,PN96_RS17205,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17205,WP_020334348.1
zhu_V_natriegens,1775,,,PN96_RS17245,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17245,WP_014233565.1
zhu_V_natriegens,1776,,,PN96_RS17265,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17265,WP_014233569.1
zhu_V_natriegens,1777,,,PN96_RS17350,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17350,WP_020334376.1
zhu_V_natriegens,1778,,,PN96_RS17355,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17355,WP_014233587.1
zhu_V_natriegens,1779,,,PN96_RS17365,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17365,WP_014233589.1
zhu_V_natriegens,1780,,,PN96_RS17380,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17380,WP_024373018.1
zhu_V_natriegens,1781,,,PN96_RS17385,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17385,WP_014233593.1
zhu_V_natriegens,1782,,,PN96_RS17405,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17405,WP_014233597.1
zhu_V_natriegens,1783,,,PN96_RS17410,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17410,WP_020334386.1
zhu_V_natriegens,1784,,,PN96_RS17425,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17425,WP_020334389.1
zhu_V_natriegens,1785,,,PN96_RS17430,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17430,WP_014233602.1
zhu_V_natriegens,1786,,,PN96_RS17450,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17450,WP_020334395.1
zhu_V_natriegens,1787,,,PN96_RS17480,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17480,WP_014233612.1
zhu_V_natriegens,1788,,,PN96_RS17485,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17485,WP_020334401.1
zhu_V_natriegens,1789,,,PN96_RS17490,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17490,WP_014233614.1
zhu_V_natriegens,1790,,,PN96_RS17505,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17505,WP_014233617.1
zhu_V_natriegens,1791,,,PN96_RS17575,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17575,WP_020334414.1
zhu_V_natriegens,1792,,,PN96_RS17580,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17580,WP_020334415.1
zhu_V_natriegens,1793,,,PN96_RS17585,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17585,WP_014233632.1
zhu_V_natriegens,1794,,,PN96_RS17590,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17590,WP_020334416.1
zhu_V_natriegens,1795,,,PN96_RS17595,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17595,WP_020334417.1
zhu_V_natriegens,1796,,,PN96_RS17670,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17670,WP_014233649.1
zhu_V_natriegens,1797,,,PN96_RS17690,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17690,WP_014233653.1
zhu_V_natriegens,1798,,,PN96_RS17700,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17700,WP_014233655.1
zhu_V_natriegens,1799,,,PN96_RS17705,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17705,WP_020334438.1
zhu_V_natriegens,1800,,,PN96_RS17745,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17745,WP_014233664.1
zhu_V_natriegens,1801,,,PN96_RS17860,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17860,WP_020334088.1
zhu_V_natriegens,1802,,,PN96_RS17870,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17870,WP_020334090.1
zhu_V_natriegens,1803,,,PN96_RS17875,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17875,WP_014233705.1
zhu_V_natriegens,1804,,,PN96_RS17905,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17905,WP_020334095.1
zhu_V_natriegens,1805,,,PN96_RS17985,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS17985,WP_014233727.1
zhu_V_natriegens,1806,,,PN96_RS18010,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18010,WP_020334119.1
zhu_V_natriegens,1807,,,PN96_RS18015,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18015,WP_014233732.1
zhu_V_natriegens,1808,,,PN96_RS18055,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18055,WP_020334125.1
zhu_V_natriegens,1809,,,PN96_RS18065,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18065,WP_020334126.1
zhu_V_natriegens,1810,,,PN96_RS18090,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18090,WP_020334130.1
zhu_V_natriegens,1811,,,PN96_RS18110,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18110,WP_020334133.1
zhu_V_natriegens,1812,,,PN96_RS18130,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18130,WP_014233755.1
zhu_V_natriegens,1813,,,PN96_RS18175,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18175,WP_020334141.1
zhu_V_natriegens,1814,,,PN96_RS18180,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18180,WP_020334142.1
zhu_V_natriegens,1815,,,PN96_RS18190,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18190,WP_020334143.1
zhu_V_natriegens,1816,,,PN96_RS18200,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18200,WP_020334145.1
zhu_V_natriegens,1817,,,PN96_RS18235,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18235,WP_020334153.1
zhu_V_natriegens,1818,,,PN96_RS18290,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18290,WP_031779209.1
zhu_V_natriegens,1819,,,PN96_RS18360,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18360,WP_014233800.1
zhu_V_natriegens,1820,,,PN96_RS18390,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18390,WP_014233806.1
zhu_V_natriegens,1821,,,PN96_RS18420,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18420,WP_020334177.1
zhu_V_natriegens,1822,,,PN96_RS18425,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18425,WP_020334178.1
zhu_V_natriegens,1823,,,PN96_RS18435,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18435,WP_020334180.1
zhu_V_natriegens,1824,,,PN96_RS18480,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18480,WP_020334187.1
zhu_V_natriegens,1825,,,PN96_RS18485,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18485,WP_020334188.1
zhu_V_natriegens,1826,,,PN96_RS18490,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18490,WP_014233825.1
zhu_V_natriegens,1827,,,PN96_RS18500,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18500,WP_020334189.1
zhu_V_natriegens,1828,,,PN96_RS18505,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18505,WP_020334190.1
zhu_V_natriegens,1829,,,PN96_RS18515,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18515,WP_020334191.1
zhu_V_natriegens,1830,,,PN96_RS18525,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18525,WP_020334193.1
zhu_V_natriegens,1831,,,PN96_RS18540,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18540,WP_024372788.1
zhu_V_natriegens,1832,,,PN96_RS18560,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18560,WP_020334201.1
zhu_V_natriegens,1833,,,PN96_RS18655,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18655,WP_020334219.1
zhu_V_natriegens,1834,,,PN96_RS18705,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18705,WP_020334227.1
zhu_V_natriegens,1835,,,PN96_RS18720,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18720,WP_020334230.1
zhu_V_natriegens,1836,,,PN96_RS18725,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18725,WP_020334231.1
zhu_V_natriegens,1837,,,PN96_RS18760,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18760,WP_020334238.1
zhu_V_natriegens,1838,,,PN96_RS18790,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18790,WP_201765965.1
zhu_V_natriegens,1839,,,PN96_RS18800,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18800,WP_014233888.1
zhu_V_natriegens,1840,,,PN96_RS18805,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18805,WP_020334244.1
zhu_V_natriegens,1841,,,PN96_RS18810,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18810,WP_020334245.1
zhu_V_natriegens,1842,,,PN96_RS18815,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18815,WP_020334246.1
zhu_V_natriegens,1843,,,PN96_RS18855,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18855,WP_020334255.1
zhu_V_natriegens,1844,,,PN96_RS18965,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS18965,WP_024372580.1
zhu_V_natriegens,1845,,,PN96_RS19005,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS19005,WP_020333736.1
zhu_V_natriegens,1846,,,PN96_RS19045,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS19045,WP_020333744.1
zhu_V_natriegens,1847,,,PN96_RS19060,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS19060,WP_014233919.1
zhu_V_natriegens,1848,,,PN96_RS19145,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS19145,WP_020333758.1
zhu_V_natriegens,1849,,,PN96_RS19150,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS19150,WP_020333759.1
zhu_V_natriegens,1850,,,PN96_RS19180,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS19180,WP_014233947.1
zhu_V_natriegens,1851,,,PN96_RS19220,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS19220,WP_020333770.1
zhu_V_natriegens,1852,,,PN96_RS19260,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS19260,WP_014233963.1
zhu_V_natriegens,1853,,,PN96_RS19265,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS19265,WP_020333777.1
zhu_V_natriegens,1854,,,PN96_RS19305,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS19305,WP_005373242.1
zhu_V_natriegens,1855,,,PN96_RS19315,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS19315,WP_020333786.1
zhu_V_natriegens,1856,,,PN96_RS19360,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS19360,WP_020333795.1
zhu_V_natriegens,1857,,,PN96_RS19590,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS19590,WP_014234032.1
zhu_V_natriegens,1858,,,PN96_RS19680,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS19680,WP_020333847.1
zhu_V_natriegens,1859,,,PN96_RS19710,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS19710,WP_020333853.1
zhu_V_natriegens,1860,,,PN96_RS19800,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS19800,WP_020333872.1
zhu_V_natriegens,1861,,,PN96_RS19820,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS19820,WP_031334638.1
zhu_V_natriegens,1862,,,PN96_RS19825,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS19825,WP_020333877.1
zhu_V_natriegens,1863,,,PN96_RS19830,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS19830,WP_152490551.1
zhu_V_natriegens,1864,,,PN96_RS19845,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS19845,WP_020333882.1
zhu_V_natriegens,1865,,,PN96_RS19865,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS19865,WP_020333886.1
zhu_V_natriegens,1866,,,PN96_RS19910,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS19910,WP_020334726.1
zhu_V_natriegens,1867,,,PN96_RS19920,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS19920,WP_020334727.1
zhu_V_natriegens,1868,,,PN96_RS20010,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20010,WP_014234063.1
zhu_V_natriegens,1869,,,PN96_RS20030,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20030,WP_020334741.1
zhu_V_natriegens,1870,,,PN96_RS20035,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20035,WP_076633459.1
zhu_V_natriegens,1871,,,PN96_RS20040,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20040,WP_014234069.1
zhu_V_natriegens,1872,,,PN96_RS20050,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20050,WP_020334744.1
zhu_V_natriegens,1873,,,PN96_RS20205,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20205,WP_020334773.1
zhu_V_natriegens,1874,,,PN96_RS20225,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20225,WP_020334777.1
zhu_V_natriegens,1875,,,PN96_RS20380,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20380,WP_020334802.1
zhu_V_natriegens,1876,,,PN96_RS20390,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20390,WP_020334804.1
zhu_V_natriegens,1877,,,PN96_RS20395,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20395,WP_020334805.1
zhu_V_natriegens,1878,,,PN96_RS20420,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20420,WP_020334808.1
zhu_V_natriegens,1879,,,PN96_RS20470,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20470,WP_020334816.1
zhu_V_natriegens,1880,,,PN96_RS20475,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20475,WP_020334817.1
zhu_V_natriegens,1881,,,PN96_RS20495,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20495,WP_020334821.1
zhu_V_natriegens,1882,,,PN96_RS20655,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20655,WP_020334842.1
zhu_V_natriegens,1883,,,PN96_RS20680,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20680,WP_020334848.1
zhu_V_natriegens,1884,,,PN96_RS20690,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20690,WP_020334850.1
zhu_V_natriegens,1885,,,PN96_RS20725,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20725,WP_020334855.1
zhu_V_natriegens,1886,,,PN96_RS20755,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20755,WP_020334859.1
zhu_V_natriegens,1887,,,PN96_RS20760,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20760,WP_020334860.1
zhu_V_natriegens,1888,,,PN96_RS20770,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20770,WP_020334862.1
zhu_V_natriegens,1889,,,PN96_RS20790,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20790,WP_014234213.1
zhu_V_natriegens,1890,,,PN96_RS20815,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20815,WP_014234217.1
zhu_V_natriegens,1891,,,PN96_RS20820,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20820,WP_020334871.1
zhu_V_natriegens,1892,,,PN96_RS20830,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20830,WP_020334872.1
zhu_V_natriegens,1893,,,PN96_RS20835,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20835,WP_014234221.1
zhu_V_natriegens,1894,,,PN96_RS20840,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20840,WP_020334873.1
zhu_V_natriegens,1895,,,PN96_RS20885,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20885,WP_020334883.1
zhu_V_natriegens,1896,,,PN96_RS20890,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20890,WP_024372988.1
zhu_V_natriegens,1897,,,PN96_RS20895,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20895,WP_014234234.1
zhu_V_natriegens,1898,,,PN96_RS20900,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20900,WP_020334885.1
zhu_V_natriegens,1899,,,PN96_RS20920,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20920,WP_020334890.1
zhu_V_natriegens,1900,,,PN96_RS20930,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20930,WP_020334892.1
zhu_V_natriegens,1901,,,PN96_RS20945,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20945,WP_014234243.1
zhu_V_natriegens,1902,,,PN96_RS20950,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20950,WP_020334896.1
zhu_V_natriegens,1903,,,PN96_RS20960,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20960,WP_020334898.1
zhu_V_natriegens,1904,,,PN96_RS20970,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20970,WP_014234248.1
zhu_V_natriegens,1905,,,PN96_RS20990,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20990,WP_020334900.1
zhu_V_natriegens,1906,,,PN96_RS20995,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS20995,WP_020334901.1
zhu_V_natriegens,1907,,,PN96_RS21000,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21000,WP_020334902.1
zhu_V_natriegens,1908,,,PN96_RS21005,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21005,WP_020334903.1
zhu_V_natriegens,1909,,,PN96_RS21025,mapped_one_to_one,FALSE,missing_reference_position,missing_reference_position,PN96_RS21025,WP_014234259.1
